miRNA	Tumor_1	Tumor_2	Tumor_3	Tumor_4	Tumor_5	Tumor_6	Tumor_7	Tumor_8	Tumor_9	Tumor_10	Tumor_11	Tumor_12	Tumor_13	Tumor_14	Tumor_15	Tumor_16	Tumor_17	Tumor_18	Tumor_19	Tumor_20	Tumor_21	Tumor_22	Tumor_23	Tumor_24	Tumor_25	Tumor_26	Tumor_27	Tumor_28	Tumor_29	Tumor_30	Tumor_31	Tumor_32	Tumor_33	Tumor_34	Tumor_35	Tumor_36	Tumor_37	Tumor_38	Tumor_39	Tumor_40	Tumor_41	Tumor_42	Tumor_43	Tumor_44	Tumor_45	Tumor_46	Tumor_47	Tumor_48	Tumor_49	Control_1	Control_2	Control_3	Control_4	Control_5	Control_6	Control_7	Control_8	Control_9	Control_10	Control_11	Control_12	Control_13	Control_14	Control_15	Control_16	Control_17	Control_18	Control_19	Control_20	Control_21	Control_22	Control_23	Control_24	Control_25	Control_26	Control_27	Control_28	Control_29	Control_30	Control_31	Control_32	Control_33	Control_34	Control_35	Control_36	Control_37	Control_38	Control_39	Control_40	Control_41	Control_42	Control_43	Control_44	Control_45	Control_46	Control_47	Control_48	Control_49
hsa-miR-10b-3p	0.86712	5.564514	2.3335	10.887285	8.385602	1.82063	39.282111	20.979992	1.552356	14.402611	12.65148	18.120077	9.479194	4.831085	4.676689	24.818671	2.070941	23.539501	12.738205	24.205029	26.11684	10.563155	10.968794	10.941749	3.487314	50.231275	1.615984	5.434076	29.533799	32.675486	18.21135	4.111674	11.03622	5.022024	1.34518	15.050378	5.653669	1.226016	5.073397	20.833953	13.533775	23.553204	9.740861	2.20836	23.186269	6.214237	0.209719	2.007912	8.412152	0	0	0.861774	0.780883	0.209508	0.396853	0.50711	0.830396	0.292988	0.973173	1.511877	0.686838	0.320655	1.178249	0.499922	0.602203	0	1.33966	1.130475	0.396035	1.26168	0.224069	1.079196	0.656388	0.158816	0.278352	2.264138	1.933935	1.254512	0	0.517578	0.189544	1.248773	1.567472	0.696735	1.000657	0.301689	0	0	0.444248	2.718318	0.836835	0.86747	3.25131	5.644582	2.325044	0.315526	0.201082	0.193202
hsa-miR-10b-5p	1599.403559	9857.535931	4609.740028	23965.42868	12034.1772	3589.917065	121938.5842	62936.9791	5466.334151	30917.87311	26522.77249	32864.147	31483.56882	9917.435998	10836.16456	68844.69412	7872.267677	69979.01573	24127.82068	63865.9272	42208.37968	19178.68195	40298.09228	31518.71486	5268.312389	122072.5065	5667.257106	9575.65578	78990.30901	51206.23427	39117.55978	9974.921722	21286.84534	8644.25454	1470.282602	14287.9577	10678.9099	991.542006	16810.75293	41547.53054	24657.98478	72092.30455	26183.1087	4273.177108	63048.37228	8447.724553	430.482735	3109.6539	19852.87731	825.548802	392.415917	450.707599	1528.345134	718.192735	1478.67294	2353.160327	2472.298485	601.06498	597.805833	2372.70275	1708.853413	1483.989242	1802.049884	1954.193195	1869.23925	622.622317	1482.333243	3227.50672	789.296931	1347.979934	619.77367	2002.015292	1956.036121	1754.912846	1073.321712	6888.078765	3316.699872	510.795494	909.952499	824.501446	486.749071	1692.087825	5069.014897	2734.685354	3899.414604	1480.087453	908.188178	1424.864161	729.009333	3651.565551	2118.697612	1766.343358	2689.424259	15210.1296	4962.92368	318.524041	1667.173728	1292.518099
hsa-miR-1178-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.161161	0	0	0	0	0	0	0.232245	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1179	0	0	0	0	0	0	0	0	0.163406	0	0	0.218314	0	0.155842	1.100398	0	0	0	0	0	0	0	0.179816	0	0	0	0.201998	0	0	0	0.282346	0	0	0	0	0	0	0	0.323834	0	0.185394	0.15002	0.324695	0.36806	0	0	0.069906	0.200791	0	0	0.402065	0	0	0	0	0.169037	0	0.292988	0	0.188985	0	0.320655	0	0.249961	0	0.443779	0	0.141309	0	0.504672	0.112034	0.215839	0.164097	0.158816	0.417528	0	0.161161	0	0	0.172526	0.189544	0.356792	0	0	0.142951	0	0	0	0.444248	0	0.167367	0.173494	0	0.26879	0.116252	0.157763	0	0.193202
hsa-miR-1180-3p	28.961821	5.564514	4.8465	33.499341	69.810135	14.929161	35.234865	31.303481	8.742213	40.27397	15.46292	31.000616	46.246984	14.33741	33.837223	21.695792	34.377618	24.392382	23.261069	8.068343	15.970729	18.394459	15.284385	12.281556	15.838211	28.191021	56.155457	81.51113	23.887629	25.845773	65.080877	51.395928	16.922204	28.200595	86.09157	105.154615	6.523464	40.765096	29.037099	13.889302	10.011287	4.500611	35.391794	15.458521	10.365626	9.245573	14.540501	53.209677	19.367515	8.259835	9.247505	6.647968	6.247068	18.436687	11.310299	9.635094	4.359583	6.738724	6.534157	13.795882	11.676248	11.864218	24.743258	6.249019	5.29939	7.766138	11.387106	7.06547	2.772242	14.635498	6.722057	9.604838	11.979081	7.464335	7.515479	7.358453	9.025034	7.945243	12.657494	6.728511	6.444497	15.698864	12.343856	7.431841	8.577053	12.670948	12.210378	9.784033	12.883165	17.545505	4.35154	6.939764	16.552123	5.913371	10.927709	7.099347	7.641128	11.592091
hsa-miR-1181	0.260136	0.139113	0	0	0	0.364126	0	0	0	0	0	0	0	0.155842	0.275099	0.164362	0	0	0.138459	0	0	0.182123	0	0.223301	0.145305	0	0	0	0	0	0	0	0	0	0	0	0	0	0.107945	0	0	0	1.623476	0	0.27278	0.303134	0	0	0	0	0	0.123111	0	0	0	0.338073	0	0.146494	0	0.37797	0	0	0.673285	0	0	0	0.446553	0.423927	0	0.252336	0	0.215839	0.164097	0.158816	0	0.283017	0.161161	0	0	0.517578	0.379088	0	0	0	0	0.301689	0	0	0	0.12356	0.502101	0	0	0	0	0	0	0
hsa-miR-1182	0	0	0	0	0	0	0	0.333016	0	0	0	0	0.287248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.67259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.139813	0	0	0	0	0	0.156177	0	0	0	0	0	0	0	0	0	0.168321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.232245	0	0	0	0	0	0	0	0	0	0.134395	0.232504	0	0	0
hsa-miR-1197	0	0	0	0	0.41928	0	0	0	0	0.800145	0	0	0	0.077921	0	0	0.207094	0	0	0	0	0	0	0	0	0.640705	0	0.543408	0	0	0.705866	0	0	0.193155	0	0	0	0	0	0	0	0	0	0	0.81834	0.151567	0.069906	0	0	0	0	0	0.156177	0	0	0	0	0	0	0	0	0	0	0	0	0	0.223277	0	0.396035	0	0	0.215839	0	0	0	0	0	0	0	0.172526	0.189544	0.178396	0	0	0.142951	0	0	0.257475	0	0	0	0.173494	0	0	0	0	0	0
hsa-miR-1204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.324695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-122-3p	0.43356	59.540298	154.190517	209.650043	70.019774	251.428923	74.516979	172.502154	200.662383	194.701971	310.312679	103.262615	106.856388	11.454345	311.687597	32.872412	86.979516	112.921378	99.413378	298.912888	359.435331	390.290347	59.159566	143.582551	100.696155	68.171014	149.074554	145.089812	109.014454	61.467412	568.081232	74.303825	364.195262	248.783323	353.109954	192.684444	148.300076	173.78804	0.21589	163.585109	151.096267	366.049778	103.90251	125.876533	128.479204	197.036777	0.209718	149.187887	247.669439	518.413343	382.96738	545.995138	714.664555	326.413155	542.299135	329.283549	543.909818	416.336015	241.763801	368.898111	440.263274	516.574478	367.109167	407.436035	348.073544	430.465892	534.747422	309.467585	587.319295	599.04612	377.555544	408.259601	351.495754	282.215401	448.980272	537.167126	287.511789	316.764296	208.588575	580.032196	429.885861	384.086992	430.075668	381.114109	409.268422	238.032812	467.954518	563.35432	282.763228	245.637069	605.198721	483.701532	157.836308	240.029087	312.485975	636.101505	537.895274	381.95939
hsa-miR-122-5p	38.153297	5950.969124	10785.25874	28464.3902	13443.37758	23939.63813	11482.28079	22724.66158	12090.15362	23401.84353	46258.02622	15904.8447	19609.00903	904.503575	65631.5594	8079.217255	18774.73609	14872.18903	10185.57902	32253.00786	50138.12802	68700.3896	10272.18614	17639.88692	16679.52613	6743.036145	16870.47259	34600.93102	26551.75125	16378.18499	85009.88354	49769.76093	53121.74202	36783.03855	61480.14277	30842.58156	41325.70697	17146.47389	35.945553	41101.14382	30408.17128	44153.85492	20010.32531	31480.54361	28603.67112	28093.50396	34.254066	20654.1899	51209.86327	53853.03927	44364.30833	40541.76998	40544.8755	44051.94788	40096.40344	30434.38721	24209.38452	41765.29987	29915.31594	33818.43183	43571.641	44481.19858	35152.09193	34067.65138	38326.51057	45662.00218	40288.47335	31722.40616	45112.29957	52462.46058	42786.11792	29200.54396	43793.38417	26215.85682	46269.46248	49053.71699	31049.17789	36564.00855	36603.91439	48591.75706	72741.69186	43181.51045	44911.26432	41527.27126	28800.17452	25995.35579	45248.36405	53356.45112	37798.08975	33697.62497	35779.02682	38433.79942	24130.33378	23829.40464	24311.47877	36918.0251	42880.60916	39287.33374
hsa-miR-1224-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.252336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1224-5p	0.520272	0.139113	0	0	0.62892	0.182063	0.952293	0	0.081703	0	0	0	0.861745	0	0.825298	1.479258	1.656752	0.170576	0.138459	0	1.127346	0	0.179816	0.446602	0.145305	0.384423	1.413986	0	0	0.66958	0.564693	0.293691	1.103622	0	0	0	0	0.306504	0	0	0.370788	0.15002	0.324695	0.36806	0.27278	0	0.209719	0	0.391262	0	0.402066	0.246221	0.156177	0	0.198426	0	0.207599	0.146494	0.417074	0.188985	0	0	0	0	0	0	2.00949	0.141309	0.79207	0.757008	0.112034	0.10792	0	0	0	0	0.161161	0	0.17339	0.172526	0	0	0.195934	0.232245	0.285902	0.603378	0	0.51495	0	0.98848	0	0	0	0	0.116252	0.157763	0	0.193202
hsa-miR-1225-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.246221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.164097	0	0.139176	0	0	0	0	0	0	0.178396	0	0.232245	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1225-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.182123	0	0	0	0	0	0	0	0	0.141173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.434728	0	0	0	0.209508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24712	0	0	0	0.134395	0	0	0	0
hsa-miR-1226-3p	0.953832	0.417339	0	0	1.25784	0.364126	1.666513	1.332063	0.326812	1.06686	0.35143	2.838084	1.436242	0.389604	0.825298	0.328724	4.348975	0.341152	0.276918	0.384207	0.375782	0.364247	1.258715	0.223301	2.324875	2.178397	6.463937	5.434076	0.868641	0.803496	0.988213	1.762146	1.103622	0.579465	0.67259	1.782281	0.434898	0.919513	1.619169	0.385814	0	0.300041	0.649391	1.47224	0.27278	0	0.55925	1.003956	1.369419	0.217364	0.804131	0.861774	0.312353	0.419016	0.992132	0.338073	0.830397	0.146494	0.834148	0.944924	0	0.320655	0.336643	0.499922	0	0.665669	0.223277	0.282618	0	0.757008	0.224068	0.971276	0.328194	0.476447	0.556703	1.415087	0.322323	0.209085	0.866951	0.517578	0	0.713585	0.391868	0.696735	0.571804	0.301689	0.99003	1.029898	0.444247	0.49424	0.669468	0.520482	1.182295	0.26879	1.278774	0.47329	1.005411	0.386403
hsa-miR-1226-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1227-3p	0	0	0	0	0	0.182063	0	0	0	0	0	0.218314	0.287248	0	0	0	0	0	0	0	0	0.182123	0	0	0.145305	0.128141	0.201998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36806	0	0.151567	0.139812	0	0	0	0	0	0	0	0.198426	0	0.207599	0	0	0	0	0	0.168321	0	0	0	0	0	0	0.252336	0	0	0	0.158816	0	0	0	0	0	0	0	0	0	0	0.142951	0	0	0	0.222124	0	0	0	0	0.134395	0	0	0	0
hsa-miR-1228-3p	0.606984	0.417339	0.8975	2.791612	1.0482	0.728252	0.71422	1.998095	1.38895	1.06686	1.05429	0.873257	0	1.012969	2.750994	0.493086	0.828376	1.194033	0.553835	0.384207	0.375782	0.910616	1.078898	1.786408	2.47018	1.025128	4.241959	5.70578	0	0.937412	0.564693	0.587382	0.919685	1.545238	2.690361	2.772438	1.304693	1.37927	0.863558	0.385814	2.410125	0	1.948171	1.8403	0.818339	1.818802	0.139812	1.60633	0.782525	2.391005	2.613425	0.861774	1.40559	0.628524	2.976394	1.183258	0.622797	1.757928	1.112197	0.755939	1.717095	3.206546	3.366426	0.499922	0.722644	1.331339	3.349149	1.837022	1.584139	3.028034	0.448137	2.158391	1.969164	0.794079	1.530932	3.113191	1.772775	0.41817	2.427465	1.035156	1.516352	2.31915	3.722749	0.46449	1.000657	1.508446	0.66002	0.772424	2.221236	2.224079	0.502101	0.86747	2.364589	0.53758	1.976287	1.577632	2.010823	0.966008
hsa-miR-1228-5p	0.346848	0.695564	0.5385	1.395806	1.46748	1.274441	1.42844	1.998094	0.653624	1.06686	1.40572	0.436628	1.72349	1.09089	0.825298	0.328724	2.692223	0.511728	0.692294	0.768414	0.939455	1.274864	1.258715	0.893204	1.888961	0.640705	4.241959	8.966225	0.868642	1.071328	0	0.293691	0.735748	0.579465	2.690362	1.188188	1.739591	1.37927	0.647667	0	1.112365	0	0	0.36806	1.363898	1.364101	0	1.204747	1.173788	2.173641	2.211359	0.738663	0.93706	1.047539	1.388985	1.01422	0.207599	1.025458	0.695124	0	0.686838	1.282619	3.871394	0.999843	0.843085	1.997008	4.018979	1.837022	3.564311	3.532706	2.464754	1.187116	1.148679	1.11171	1.530931	0.849052	0.805806	0.418171	2.600855	0.690104	0.94772	1.070378	0.587802	0.232245	1.286558	2.413513	1.980062	1.287373	2.221236	3.088997	0	1.387952	1.477868	0.806369	1.976288	0.47329	1.80974	1.159209
hsa-miR-1229-3p	0.173424	0	0	0.558322	0	0.182063	0.71422	0.666032	0.245109	0.53343	1.05429	1.091571	0.574496	0.077921	0.275099	0.986172	1.449658	0.170576	0.138459	0	0.563673	1.456987	0.539449	1.339806	0.145305	0.640705	1.00999	0.815111	0.434321	0.133916	0.705866	1.174764	0.367874	0.579465	1.34518	1.980313	0	1.072765	0.431778	0	0.370788	0.15002	0	0.36806	0	1.515669	0.279625	2.208703	0.782524	1.08682	0.402066	0.123111	0	0.419016	0.396853	0.169037	0	0.146494	0.139025	0.188985	0.343419	0	1.34657	0.499922	0	0.887559	0.223277	0	0.396035	0.757008	0.224068	0.323759	0	0.158816	0.139176	0.283017	0.322323	0.836341	0.17339	0.172526	0.189544	0.713585	0.195934	0.232245	0	0.905067	0	0.257475	0	0.74136	0	0.173494	0	0.26879	0.232504	0.47329	0.402164	0
hsa-miR-1231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1234-3p	0	0	0	0	0	0.364126	0	0	0.081703	0	0.35143	0.218314	0.287248	0.077921	0	0	0	0	0	0	0	0	0	0	0.145305	0.128141	0	0	0	0.133916	0.141173	0.293691	0	0	0	0	0	0	0	0.385814	0	0	0	0	0	0	0	0	0.195631	0	0	0.123111	0	0	0	0	0	0	0	0.37797	0	0	0.168321	0	0	0.22189	0	0	0	0	0	0	0.328194	0.158816	0	0	0	0	0	0	0.189544	0	0	0.232245	0	0	0	0	0	0	0.167367	0.173494	0	0	0	0.157763	0	0
hsa-miR-1236-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.320655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1237-3p	0	0	0	0	0	0.182063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.145305	0	0	0	0	0.133916	0	0	0.183937	0.193155	0.67259	0.198031	0	0.153252	0	0	0	0	0	0	0	0	0	0.401582	0.195631	0	0	0	0	0	0	0	0	0.146494	0	0	0	0.320655	0	0	0	0	0	0.282619	0	0	0	0.10792	0	0	0.556702	0	0.161161	0	0	0	0	0	0.195934	0	0	0	0	0	0	0	0	0	0	0.26879	0.116252	0	0	0.193202
hsa-miR-1238-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0.155841	0	0	0	0	0	0	0	0.182123	0.719265	0	0	0.128141	0	0	0	0	0.141173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12356	0	0	0	0	0	0	0	0
hsa-miR-1243	0	0.139113	0	0	0	0	0	0	0	0	0	0	0	0.233762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.133916	0	0.587382	0	0	0	0	0	0	0.21589	0	0	0	0	0	0	0.151567	0	0.200791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.322323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1245a	0	0.139113	0	0	0	0	0	0	0	0	0	0	0	0.155841	0	0	0	0	0	0	0	0	0	0	0.145305	0	0	0	0	0	0	0	0	0	0	0	0	0	0.107945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.172526	0	0	0	0	0	0	0	0.257475	0	0	0	0	0	0	0	0	0	0
hsa-miR-1246	0	0	0	0	0	0	0	0	0	0.266715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.271704	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1247-5p	0.086712	10.850802	1.436	1.116644	0.20964	6.736329	0.238073	0.333016	16.994209	2.66715	1.05429	36.676786	27.288594	31.479965	30.260932	33.201135	16.774621	0.511728	0	0.768414	0.751564	0.182123	0	2.23301	2.034266	19.477433	4.241959	0.543408	0	0.803496	0	8.517039	0.367874	0	1.34518	7.72322	0	0.613009	0	0	0.741577	0.15002	0.974085	16.930762	12.547862	0.909401	16.777502	3.212659	58.493809	6.738287	9.850604	10.587505	1.093237	0.628523	4.563804	23.496105	5.189979	4.834303	7.22928	11.150096	14.423601	8.337019	1.009928	2.749569	1.204407	2.218897	16.522467	4.5219	0.396035	2.018689	3.697131	42.088619	9.025335	18.422615	9.603113	1.698105	11.281291	0.836342	4.334759	16.735016	22.934827	44.955839	38.794981	58.06126	71.761352	35.297641	13.530419	14.933524	3.998225	5.807316	27.11344	9.368681	10.049504	5.241397	14.299023	7.099346	21.917976	2.704821
hsa-miR-1248	0	0	0.8975	0	0.83856	1.638567	0	0	0.081703	2.400435	0.70286	0.218314	0	0.233762	2.750993	0	0	0.170576	0	0	0.751564	0.182123	0	0	0	0	0	0.815112	1.302963	0	0	0	0.367874	2.317859	0.67259	0.198031	0.434898	0	0.539723	0	0	0.750101	1.298781	0.73612	0.27278	0	1.258313	0.200791	0	2.608369	0.804131	2.831544	3.123533	1.676064	1.190558	1.859405	4.567181	0.878964	0.139025	2.267817	0	3.206546	3.703072	0.749883	0.843085	1.775118	2.679321	2.260949	2.772243	2.775697	0.672206	1.942552	1.476873	0.158816	1.948459	1.13207	0.322323	1.463597	0.693561	1.380208	0	1.070377	1.959341	0.232245	0.285902	0.603378	0.99003	0.772425	0	0.988479	2.008404	1.73494	0.295574	1.343948	0.697512	0.94658	0.603246	1.15921
hsa-miR-1249	1.73424	2.364918	1.436	2.791611	1.88676	1.82063	0.952294	0.666031	1.38895	3.20058	2.46001	1.746513	0.287248	1.792177	3.851391	0.493086	2.278034	3.240946	0.415376	0.384207	1.87891	1.274863	1.258714	0.669903	1.743656	1.409551	4.847953	3.260445	0.868642	1.33916	0.988213	1.762146	1.655433	2.317857	0.67259	0.792125	0.434898	1.226017	2.698615	1.157442	0.741576	0.300041	3.896344	0.73612	0.54556	3.789169	1.188407	3.614241	1.760683	1.521548	0.80413	1.354216	2.967358	1.257047	2.976396	1.01422	1.660793	1.611434	1.251221	3.212739	2.060514	3.206545	2.524822	2.499608	0.722644	1.109449	3.795703	1.978331	7.524659	2.523362	1.120342	2.69799	1.805067	1.746973	1.670108	1.698104	0.483484	1.045427	2.600855	0.86263	1.705896	2.497545	1.175605	0.92898	2.430165	0.603378	2.640081	1.029899	1.110618	1.853399	0.502101	1.214458	0.886722	1.075159	3.72007	2.839739	1.809742	3.67083
hsa-miR-1250-5p	1.30068	0.278226	0	0	0.20964	0	0	0	0	0	0.70286	0	0.574497	0.077921	0.275099	0	0	0	0.138459	0	0	0	1.258714	0.223301	0.145305	0	0	0	0	0	0	0.293691	0	0	0	0.990156	0.434898	0	0.323834	0	0	0	0	0	0	0	0.419437	0.200791	0.978157	0	0	0	0.156177	0	0	0	0	0	0	0	0.343419	0	0.673286	0	0	0	0.223277	0.282619	0	0	0	0.10792	0	0	0.278351	0	0.161161	0	0	0	0	0	0	0	0	0.301689	0	0.514949	0.222124	0	0	0	0.295574	0	0	0.315527	0	0
hsa-miR-1251-5p	0	0	0	0	2.30604	0.182063	0.238073	0.999047	0	0	0	0.218314	0.287248	0.467524	0.550199	0.164362	0.207094	1.023456	3.18455	0	1.315237	5.827947	13.306407	0	0.145305	1.025128	0	2.17363	9.989373	16.069911	0	0.293691	0	0.965774	0	1.188187	0	0.919513	0	0	13.348382	0	1.298781	1.47224	9.547288	0.151567	0	0.401582	0	0	0	0.123111	0	0	0	0	0	0	0	0	0	0	0.168321	0	0.240881	0	0.223277	0	0	0	0	0	0	0.158816	0	0	0	0.209085	0	0	0	0	0	0	0	0.301689	0	0	0	0.49424	0	0	0	0	0.116252	0	0	0
hsa-miR-1252-5p	0	0	0	0	0	0	0	0	0	0.266715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.232245	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1255a	0	0	0.359	0	0.20964	0	0	0	0	0.266715	0	0	0	0	0	0	0	0.170576	0.138459	0	0.187891	0	0.179816	0.223301	0	0.128141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.401582	0.391263	0.217364	0	0.246221	0	0	0	0	0.207599	0.585976	0.417074	0	0	0	0.336642	0.249961	0.120441	0	0	0	0	0.252336	0.448137	0.323759	0	0	0	0	0.161161	0	0	0.172526	0	0	0	0	0	0	0	0	0.222124	0	0.334734	0	0	0.26879	0.232504	0	0	0
hsa-miR-1256	0	0	0	0	0	0.182063	0	0.333016	0.081703	0	0	0.218314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.201998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.151567	0.069906	0	0	0	0	0	0	0.209508	0.595279	0	0	0	0	0.188985	0	0	0	0.249961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.172526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.201082	0
hsa-miR-1257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.207094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.293691	0	0	0	0	0.434898	0	0.107945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.168321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1258	0	0	0.5385	0.279161	0	9.467274	0	0	8.660512	4.534155	0.35143	0.654942	0	1.870097	0	0.657448	0	0.85288	2.07688	4.226276	1.127346	10.927399	1.258714	0	0	0	1.615984	3.532151	0.434321	0	0	0.293691	0.367874	2.704168	22.195482	0	0	6.743096	0	0	0	0	0.64939	0	2.182237	0	0	0.200791	0.195631	21.736407	34.778661	12.803498	19.834439	15.29407	20.437909	8.282797	13.701546	26.222429	11.121967	12.850958	12.363086	16.032729	24.743253	7.748786	23.485934	11.760154	11.163834	12.293916	19.801733	21.953247	15.908866	15.864175	18.214767	11.752356	6.95878	8.490523	15.310327	6.27256	13.177665	22.773426	14.784434	20.693956	11.560118	20.902052	14.009191	3.921958	22.440693	16.993321	6.88583	14.085829	12.385153	15.440972	3.251313	6.450952	6.742627	13.094353	25.738537	15.842526
